Requested URL, Final URL, Accessibility Score, Content Width, Tap Targets, User Agent
https://i14y.usa.gov/,https://i14y.usa.gov/,,,,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://autoauctions.gsa.gov/,https://autoauctions.gsa.gov/,,,,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://wdolhome.sam.gov/,https://wdol.gov/,1,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://crissupb.identitysandbox.gov/,https://crissupb.identitysandbox.gov/,,,,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://portal.eos.gsa.gov/secureauth6/secureportal.aspx,https://portal.eos.gsa.gov/,0.64,1,0.45,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://federalist-proxy.app.cloud.gov/,https://federalist-proxy.app.cloud.gov/,,,,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://beta.sam.gov/,https://beta.sam.gov/,,,,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://www.dhsadvantage.gsa.gov/advantage/?store=DHS&theme=adv19,https://dhsadvantage.gsa.gov/,0.94,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://ci.identitysandbox.gov/,https://ci.identitysandbox.gov/,,,,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://partners.login.gov/,https://partners.login.gov/,1,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://scopereview.gsa.gov/app/,https://scopereview.gsa.gov/,0.74,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://itjobs.open.gsa.gov/,https://itjobs.open.gsa.gov/,,,,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://files.18f.gov/,https://files.18f.gov/,,,,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://amp.fas.gsa.gov/,https://amp.fas.gsa.gov/,0.5,0,0,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://www.facadatabase.gov/FACA/FACAPublicPage?sfdcIFrameOrigin=null,https://facadatabase.gov/,0.93,1,0,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://www.frpg.gov/FRPG/FRPGLogin?sfdcIFrameOrigin=null,https://frpg.gov/,1,1,0.76,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://search.gov/,https://search.gov/,0.79,0,0.32,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://devicepki.idmanagement.gov/,https://devicepki.idmanagement.gov/,1,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://fellows-in-innovation.pif.gov/,https://fellows-in-innovation.pif.gov/,0.96,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://datacenters.cio.gov/,https://datacenters.cio.gov/,0.95,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://www.cdo.gov/,https://cdo.gov/,0.91,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://vsc.gsa.gov/,https://vsc.gsa.gov/,0.83,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://8astars.fas.gsa.gov/GWACPriceTool/priceFilter/create,https://8astars.fas.gsa.gov/,0.88,1,0.74,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://autochoice.fas.gsa.gov/AutoChoice/Home,https://autochoice.fas.gsa.gov/,0.86,0,0.64,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://gsaauctions.gov/gsaauctions/gsaauctions/,https://gsaauctions.gov/,0.97,1,0.36,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://connect.usa.gov/,https://connect.usa.gov/,1,1,0.67,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://catalog.data.gov/dataset,https://catalog.data.gov/,0.94,0,0.77,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://www.challenge.gov/,https://challenge.gov/,0.9,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://sdg.data.gov/,https://sdg.data.gov/,1,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://www.ebuy.gsa.gov/ebuy/,https://ebuy.gsa.gov/,0.82,1,0.24,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://str.gsa.gov/str/,https://str.gsa.gov/,0.92,0,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://open.usa.gov/,https://open.usa.gov/,0.97,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://buy.gsa.gov/,https://buy.gsa.gov/,0.9,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://open.sam.gov/,https://open.sam.gov/,,,,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://wp-bsp.data.gov/,https://wp-bsp.data.gov/,,,,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://vehiclestd.fas.gsa.gov/CommentCollector/Home,https://vehiclestd.fas.gsa.gov/,0.83,1,0.47,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://training.smartpay.gsa.gov/,https://training.smartpay.gsa.gov/,1,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://design.login.gov/,https://design.login.gov/,1,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://ncrrecycles.gsa.gov/recycle/,https://ncrrecycles.gsa.gov/,0.88,0,0,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://api.acquisition.gov/,https://api.acquisition.gov/,0.93,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://financeweb.gsa.gov/,https://financeweb.gsa.gov/,1,1,0.71,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://slc.gsa.gov/,https://slc.gsa.gov/,,,,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://drivethru.gsa.gov/maintenance.html,https://drivethru.gsa.gov/,0.92,0,0.1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://login.gov/,https://login.gov/,0.98,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://www.afadvantage.gov/advantage/?store=AIRFORCE&theme=adv19,https://afadvantage.gov/,0.94,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://www.rocis.gov/rocis/,https://rocis.gov/,0.93,0,0,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://aas.gsa.gov/,https://aas.gsa.gov/,0.98,1,0.25,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://federalistapp.18f.gov/,https://federalistapp.18f.gov/,0.89,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://tailored.fedramp.gov/,https://tailored.fedramp.gov/,1,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://www.data.gov/,https://data.gov/,0.96,1,0.75,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://www.cfo.gov/,https://cfo.gov/,1,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://techfarhub.cio.gov/,https://techfarhub.cio.gov/,0.98,1,0.85,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://login.acquisition.gov/,https://login.acquisition.gov/,0.82,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://tams.gsa.gov/,https://tams.gsa.gov/,1,0,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://playbook.cio.gov/,https://playbook.cio.gov/,0.8,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://cic.gsa.gov/,https://cic.gsa.gov/,0.98,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://labs.gsa.gov/s/,https://labs.gsa.gov/,0.98,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://www.citizenscience.gov/,https://citizenscience.gov/,0.97,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://www.gsaadvantage.gov/advantage/?theme=adv19&store=ADVANTAGE,https://gsaadvantage.gov/,0.76,1,0.72,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://gsaxcesspractice.fas.gsa.gov/,https://gsaxcesspractice.fas.gsa.gov/,0.77,0,0,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://code.gov/,https://code.gov/,1,1,0.79,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://finance.ocfo.gsa.gov/pii/piinotice.aspx?token=PI001,https://finance.ocfo.gsa.gov/,1,0,0,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://usaccess-alp.gsa.gov/login,https://usaccess-alp.gsa.gov/,0.97,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://www.usmcservmart.gsa.gov/advantage/?store=USMC,https://usmcservmart.gsa.gov/,0.75,0,0.37,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://1.usa.gov/,https://1.usa.gov/,1,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://buy.gsa.gov/contracts,https://discovery.gsa.gov/,0.72,1,0.59,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://ret.gsa.gov/realestatetaxes/s/,https://ret.gsa.gov/,0.96,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://secureauth.gsa.gov/SecureAuth234/?SAMLRequest=fVNdj9owEHy%2FX4HyDvkiFCyIlIb2ikQBkfRU9eXkOAtnKbGp16H039c2HMdJPfzm3dnZnfF6irRtDiTr9IvYwu8OUD%2F0eqe2EUhcauZ1ShBJkSMRtAUkmpEi%2B74k0SAgByW1ZLLx3hXdr6GIoDSXwhYt5jNvvfqyXD8uVs8QjKt4ElY1HY6iClhCh8l4lLAqCekQIhqz3ejTJIls4RMoNBwzz1Da%2B0bJI69BrUy%2FmZeXWe7oETtYCNRUaAMNoqgfhP0wLoMhicckjH5Z1Nyo5oJqx%2Fei9QGJ7yOwTgE1xgz2SAd7efQLF7JeRXF8aerkf%2Bai5mJ%2FX3d1BiH5Vpab%2FmZdlJYie3UjlwK7FlQB6sgZ%2FNgu32bhArmG6xzWY5%2Bd8V5qSKY2QpxYlT4W2fPbpFP%2FNmewF%2FSBWKcW841sOPvr4vZ8laql%2BmMh4SB0EV73dw5KoKW8yepaAaJ35cmaRv7JjX%2FavIZWHXg9%2F133y7JB7VbPiNdw0r1ctgeqONqHgBNl2kuvlGeRt%2FC8Mbu0hV16d90YYRZnwj%2BTYHLx47805%2Fn8OwOmD6%2Fp2x%2BT%2FgM%3D&RelayState=https%3A%2F%2Finsite.gsa.gov%2F,https://insite.gsa.gov/,0.88,1,0.53,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://sam.gov/content/home,https://sam.gov/,1,1,1,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://vec.gsa.gov/,https://vec.gsa.gov/,,,,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
https://property.reporting.gov/,https://property.reporting.gov/,,,,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4695.0 Mobile Safari/537.36 Chrome-Lighthouse
